,price,dimension 1,dimension 2,color,clarity,cut,6,7
0,0.8277430178670269,1.1486976834181108,-0.333075408174322,0.0,-0.8023163789627048,4.0,2.0,2.0
1,1.7093286119197943,3.1119276207968163,-0.567674704473005,1.0,-0.034485981498023795,5.0,6.0,1.0
2,-0.6739855274756321,-1.0698690871431653,0.3746700443711161,2.0,1.1521609964019333,2.0,7.0,3.0
3,-0.8795300788328312,-2.4227552282494056,-0.8108091692973641,3.0,-0.034485981498023795,5.0,5.0,1.0
4,1.9830537949466984,1.5499675267785848,-0.8354288550681723,4.0,0.31452783553137625,2.0,3.0,1.0
5,0.06722817784538991,1.0143099721099806,1.9358736870836721,5.0,-1.290935722803867,4.0,6.0,3.0
6,-0.8188693697737552,-2.244263508181503,-0.3805772064270584,6.0,-0.4533025619333048,3.0,5.0,1.0
7,-0.7860323743740076,-2.1100856935504138,0.5057433592455028,7.0,-1.011724669180348,3.0,5.0,2.0
8,2.1951156125664437,4.3405548814518555,0.19418369627111712,8.0,-0.8721191423685858,6.0,7.0,2.0
9,-0.8700048435260341,-2.5029530895059624,-1.2541293811311975,9.0,1.0125554695901762,3.0,7.0,4.0
10,0.7154455068816302,1.2339577157051114,0.10780010497822934,10.0,-1.011724669180348,3.0,5.0,2.0
11,0.1236275974251092,1.207698453633445,-0.7943450692995243,11.0,0.24472507212549524,2.0,7.0,1.0
12,-0.8867993373564395,-2.679498092188396,1.481688396115693,12.0,-3.8736379688214235,3.0,3.0,4.0
13,-0.24133931327742986,-1.0120891643101297,0.37502387045575397,13.0,-1.151330195992105,1.0,4.0,2.0
14,-0.8920632831838798,-2.3349413487927153,-0.37379972948587226,14.0,1.1521609964019333,5.0,8.0,4.0
15,0.4026167262794539,-0.18585249392625253,-0.6274771417509152,15.0,-0.3136970351215478,0.0,4.0,1.0
16,1.3927398700123037,2.0292050050909625,-0.44071909074091153,16.0,0.10511954531373324,3.0,6.0,1.0
17,-0.8960739085762155,-2.7521071759847118,-0.3211551812205177,17.0,0.10511954531373324,5.0,5.0,1.0
18,-0.7587099888887214,-2.041106189009641,0.49282632537755966,18.0,0.8031471793725333,3.0,5.0,2.0
19,0.11786232342362678,1.3133959796828014,1.8840227790454895,19.0,3.5952577156077385,2.0,7.0,5.0
20,0.04918036357987974,1.068101371928053,-0.7802542903885978,20.0,0.9427527061842952,5.0,5.0,3.0
21,-0.7318889315774771,-0.838696534883445,1.253153544012227,21.0,-0.38349979852742383,2.0,8.0,2.0
22,-0.781269756720609,-2.312761267388462,0.07388472998122868,22.0,1.1521609964019333,3.0,3.0,4.0
23,-0.8469437475201045,-2.317009975605152,-0.3752110939197681,23.0,0.9427527061842952,5.0,7.0,3.0
24,-0.8018242118563291,-2.2491289109227703,0.9697151948246244,24.0,0.17492230871961426,0.0,6.0,2.0
25,-0.8236319874271538,-2.508162588494164,0.10079952030757305,25.0,-0.034485981498023795,0.0,5.0,1.0
26,-0.8667462103947614,-2.458543613859265,-0.3563585732616673,26.0,0.10511954531373324,2.0,7.0,1.0
27,0.5622897497118148,1.0541439303271283,0.12042398366906366,27.0,1.5709775768372145,0.0,6.0,4.0
28,-0.8594769518711531,-2.74866013345076,-0.7729478273558441,28.0,0.5239361257490143,4.0,4.0,3.0
29,-0.7153451018340928,-1.3101904666856863,-1.3946461908810908,29.0,-0.1042887449039048,2.0,8.0,1.0
